institutioncode,catalognumber,scientificname,country,decimallatitude,decimallongitude
MCZ,R-959,Laticauda laticauda,,,
NCSM,69272,Laticauda colubrina,Indonesia,,
NCSM,69274,Laticauda colubrina,Indonesia,,
NHMUK,1998.340,"Laticauda colubrina (Schneider, 1799)",Indonesia,,
NHMUK,1987.2491-2500,Laticauda colubrina,New Caledonia,,
QM,J43338,Laticauda colubrina,Solomon Islands,,
QM,J43339,Laticauda colubrina,Philippines,,
RBINS,292331,"Laticauda colubrina (Schneider, 1801)",Papua New Guinea,,
RBINS,299028,"Laticauda colubrina (Schneider, 1801)",Indonesia,,
RBINS,359625,"Laticauda colubrina (Schneider, 1801)",Morocco,,
RBINS,380931,"Laticauda laticaudata (Linnaeus, 1758)",New Caledonia,,
RBINS,416519,"Laticauda colubrina (Schneider, 1801)",Papua New Guinea,,
RBINS,460469,"Laticauda colubrina (Schneider, 1801)",New Caledonia,,
ROM,12012,Laticauda colubrina,Fiji,,
ROM,12497,Laticauda colubrina,Fiji,,
ROM,13502,Laticauda laticaudata,Philippines,,
SDNHM,38971,Laticauda colubrina,Palau,,
SDNHM,39192,Laticauda colubrina,Palau,,
SDNHM,39193,Laticauda colubrina,Palau,,
SDNHM,39196,Laticauda colubrina,Palau,,
SDNHM,52721,Laticauda colubrina,Federated States of Micronesia,,
SDNHM,67134,Laticauda colubrina,Philippines,,
SDNHM,67135,Laticauda colubrina,Philippines,,
SDNHM,67137,Laticauda colubrina,Philippines,,
SDNHM,67139,Laticauda colubrina,Philippines,,
SDNHM,67140,Laticauda colubrina,Philippines,,
SDNHM,67143,Laticauda colubrina,Philippines,,
SDNHM,67144,Laticauda colubrina,Philippines,,
SDNHM,67145,Laticauda colubrina,Philippines,,
SDNHM,67149,Laticauda colubrina,Philippines,,
SDNHM,67151,Laticauda colubrina,Philippines,,
SDNHM,67152,Laticauda colubrina,Philippines,,
SDNHM,67153,Laticauda colubrina,Philippines,,
SDNHM,67156,Laticauda colubrina,Philippines,,
SDNHM,67161,Laticauda colubrina,Philippines,,
SDNHM,67162,Laticauda colubrina,Philippines,,
SDNHM,67163,Laticauda colubrina,Philippines,,
SDNHM,67164,Laticauda colubrina,Philippines,,
SDNHM,67166,Laticauda colubrina,Philippines,,
SDNHM,67167,Laticauda colubrina,Philippines,,
SDNHM,67168,Laticauda colubrina,Philippines,,
SDNHM,67169,Laticauda colubrina,Philippines,,
SDNHM,67170,Laticauda colubrina,Philippines,,
SDNHM,67171,Laticauda colubrina,Philippines,,
SDNHM,67174,Laticauda colubrina,Philippines,,
SDNHM,67175,Laticauda colubrina,Philippines,,
SDNHM,67177,Laticauda colubrina,Philippines,,
SDNHM,67180,Laticauda colubrina,Philippines,,
SDNHM,67181,Laticauda colubrina,Philippines,,
SDNHM,67189,Laticauda colubrina,Philippines,,
SDNHM,67190,Laticauda colubrina,Philippines,,
SDNHM,68077,Laticauda colubrina,,,
UCM,UCM:Herp:51489,Laticauda colubrina,Taiwan,,
UCM,UCM:Herp:58884,Laticauda semifasciata,Japan,,
UCM,UCM:Herp:58885,Laticauda semifasciata,Japan,,
UCM,UCM:Herp:58887,Laticauda semifasciata,Japan,,
UCM,UCM:Herp:58888,Laticauda semifasciata,Philippines,,
UCM,UCM:Herp:58890,Laticauda semifasciata ?,,,
UCM,UCM:Herp:58891,Laticauda semifasciata ?,,,
UF,56252,Laticauda semifasciata,Japan,,
UF,120633,Laticauda semifasciata,Japan,,
UF,120628,Laticauda colubrina,Fiji,,
UF,120634,Laticauda semifasciata,Japan,,
UF,120555,Laticauda sp.,,,
UF,56288,Laticauda semifasciata,Japan,,
UF,56262,Laticauda semifasciata,Japan,,
UF,56256,Laticauda semifasciata,Japan,,
UF,56274,Laticauda semifasciata,Japan,,
UF,56299,Laticauda laticauda,Japan,,
UF,120631,Laticauda semifasciata,Japan,,
UF,120630,Laticauda semifasciata,Japan,,
UF,56254,Laticauda semifasciata,Japan,,
UF,56302,Laticauda laticauda,Japan,,
UF,56290,Laticauda semifasciata,Japan,,
UF,56260,Laticauda semifasciata,Japan,,
UF,56297,Laticauda laticauda,Japan,,
UF,56264,Laticauda semifasciata,Japan,,
UF,120553,Laticauda sp.,,,
UF,120552,Laticauda sp.,,,
UF,120554,Laticauda sp.,,,
UF,56296,Laticauda laticauda,Japan,,
UF,56289,Laticauda semifasciata,Japan,,
UF,16897,Laticauda colubrina,France Pacific Islands,,
UF,56298,Laticauda laticauda,Japan,,
UF,56265,Laticauda semifasciata,Japan,,
UF,120635,Laticauda semifasciata,Japan,,
UMMZ,224405,Laticauda colubrina,Palau,,
UMMZ,224406,Laticauda colubrina,Palau,,
UMMZ,224408,Laticauda colubrina,Palau,,
UMMZ,224410,Laticauda colubrina,Palau,,
UMMZ,224412,Laticauda colubrina,Palau,,
UMMZ,93852,Laticauda colubrina,New Caledonia,,
UMMZ,93854,Laticauda colubrina,New Caledonia,,
UMMZ,93856,Laticauda colubrina,New Caledonia,,
UMMZ,93858,Laticauda laticaudata,New Caledonia,,
UMNH,UMNH:Herp:11012,Laticauda colubrina,Tonga,,
USNM,577714,Laticauda colubrina,Republic of Palau,,
USNM,146329,Laticauda colubrina,,,
USNM,209728,Laticauda colubrina,Philippines,,
USNM,513411,Laticauda colubrina,Republic of Palau,,
USNM,53024,Laticauda colubrina,Indonesia,,
USNM,531992,Laticauda colubrina,Republic of Palau,,
USNM,507820,Laticauda colubrina,Philippines,,
USNM,83094,Laticauda colubrina,Kingdom of Tonga,,
USNM,577702,Laticauda colubrina,Republic of Palau,,
USNM,39937,Laticauda colubrina,Philippines,,
USNM,507503,Laticauda colubrina,Republic of Palau,,
USNM,38592,Laticauda colubrina,Philippines,,
USNM,83090,Laticauda colubrina,Kingdom of Tonga,,
USNM,146318,Laticauda colubrina,,,
USNM,527996,Laticauda colubrina,Republic of Palau,,
USNM,577705,Laticauda colubrina,Republic of Palau,,
USNM,209725,Laticauda colubrina,Philippines,,
USNM,513410,Laticauda colubrina,Republic of Palau,,
USNM,507823,Laticauda colubrina,Philippines,,
USNM,497556,Laticauda colubrina,Philippines,,
USNM,209733,Laticauda colubrina,Philippines,,
USNM,577707,Laticauda colubrina,Republic of Palau,,
USNM,209735,Laticauda colubrina,Philippines,,
USNM,577711,Laticauda colubrina,Republic of Palau,,
USNM,497558,Laticauda colubrina,Philippines,,
USNM,70982,Laticauda colubrina,Indonesia,,
USNM,507822,Laticauda colubrina,Philippines,,
USNM,497560,Laticauda colubrina,Philippines,,
USNM,209721,Laticauda colubrina,Philippines,,
USNM,209731,Laticauda colubrina,Philippines,,
USNM,577713,Laticauda colubrina,Republic of Palau,,
USNM,333582,Laticauda colubrina,Kingdom of Tonga,,
USNM,83086,Laticauda colubrina,Kingdom of Tonga,,
USNM,146330,Laticauda laticaudata,,,
USNM,146320,Laticauda colubrina,,,
USNM,322538,Laticauda colubrina,Republic of Fiji,,
USNM,237107,Laticauda colubrina,Indonesia,,
USNM,146315,Laticauda colubrina,,,
USNM,508312,Laticauda colubrina,Philippines,,
USNM,38590,Laticauda colubrina,Philippines,,
USNM,508314,Laticauda colubrina,Philippines,,
USNM,497553,Laticauda colubrina,Philippines,,
USNM,508377,Laticauda colubrina,Philippines,,
USNM,164918,Laticauda colubrina,Republic of Palau,,
USNM,37437,Laticauda colubrina,Philippines,,
USNM,237108,Laticauda colubrina,Indonesia,,
USNM,70986,Laticauda colubrina,Indonesia,,
USNM,237109,Laticauda colubrina,Indonesia,,
USNM,146321,Laticauda colubrina,,,
USNM,209724,Laticauda colubrina,Philippines,,
USNM,37360,Laticauda semifasciata,Philippines,,
USNM,237105,Laticauda colubrina,Indonesia,,
USNM,507821,Laticauda colubrina,Philippines,,
USNM,508313,Laticauda colubrina,Philippines,,
USNM,39952,Laticauda colubrina,Philippines,,
USNM,28194,Laticauda schistorhyncha,,,
USNM,209722,Laticauda colubrina,Philippines,,
USNM,209734,Laticauda colubrina,Philippines,,
USNM,527997,Laticauda colubrina,Republic of Palau,,
USNM,237112,Laticauda colubrina,Indonesia,,
USNM,146327,Laticauda laticaudata,,,
USNM,237106,Laticauda colubrina,Indonesia,,
USNM,508311,Laticauda colubrina,Philippines,,
USNM,30761,Laticauda laticaudata,Indonesia,,
USNM,237104,Laticauda colubrina,Indonesia,,
USNM,237115,Laticauda colubrina,Indonesia,,
USNM,209730,Laticauda colubrina,Philippines,,
USNM,70983,Laticauda colubrina,Indonesia,,
ZMUC,ZMUC-R66247,Laticauda colubrina,Solomon Islands,,
ZMUC,ZMUC-R66239,Laticauda crockeri,Solomon Islands,,
ZMUC,ZMUC-R6606,Laticauda crockeri,Solomon Islands,,
ZMUC,ZMUC-R66709,Laticauda laticaudata,Thailand,,
ZMUC,ZMUC-R66280,Laticauda colubrina,Papua New Guinea,,
ZMUC,ZMUC-R66270,Laticauda colubrina,Papua New Guinea,,
ZMUC,ZMUC-R66205,Laticauda colubrina,Fiji Islands,,
ZMUC,ZMUC-R66281,Laticauda colubrina,Papua New Guinea,,
ZMUC,ZMUC-R66277,Laticauda colubrina,Papua New Guinea,,
ZMUC,ZMUC-R66252,Laticauda colubrina,Indonesia,,
ZMUC,ZMUC-R66295,Laticauda colubrina,Solomon Islands,,
ZMUC,ZMUC-R6683,Laticauda colubrina,Indonesia,,
ZMUC,ZMUC-R66288,Laticauda colubrina,Papua New Guinea,,
ZMUC,ZMUC-R66208,Laticauda colubrina,Fiji Islands,,
ZMUC,ZMUC-R66449,Laticauda colubrina,Philippines,,
ZMUC,ZMUC-R66207,Laticauda colubrina,Fiji Islands,,
ZMUC,ZMUC-R66206,Laticauda colubrina,Fiji Islands,,
ZMUC,ZMUC-R66291,Laticauda colubrina,Papua New Guinea,,
ZMUC,ZMUC-R66272,Laticauda colubrina,Papua New Guinea,,
ZMUC,ZMUC-R66274,Laticauda colubrina,Papua New Guinea,,
ZMUC,ZMUC-R66284,Laticauda colubrina,Papua New Guinea,,
ZMUC,ZMUC-R6684,Laticauda colubrina,New Guinea,,
ZMUC,ZMUC-R66269,Laticauda laticaudata,Papua New Guinea,,
ZMUC,ZMUC-R6607,Laticauda crockeri,Solomon Islands,,
ZMUC,ZMUC-R6681,Laticauda colubrina,Indonesia,,
ZMUC,ZMUC-R66283,Laticauda colubrina,Papua New Guinea,,
ZMUC,ZMUC-R66285,Laticauda colubrina,Papua New Guinea,,
ZMUC,ZMUC-R66240,Laticauda crockeri,Solomon Islands,,
ZMUC,ZMUC-R66271,Laticauda colubrina,Papua New Guinea,,
ZMUC,ZMUC-R66241,Laticauda colubrina,Fiji Islands,,
ANSP,,Laticauda colubrina,Palau Islands,,
BPBM,1295,Laticauda schistorhynchus,Niue,,
BPBM,7014,Laticauda colubrina,Singapore,,
BPBM,1293,Laticauda schistorhynchus,Niue,,
BPBM,1294,Laticauda schistorhynchus,Niue,,
CAS,237827,Laticauda colubrina,Palau,,
CAS,248874,Laticauda colubrina,Palau,,
CAS,248956,Laticauda colubrina,Palau,,
CM,157193,LATICAUDA LATICAUDA AFFINIS,China,,
CM,83299,LATICAUDA LATICAUDATA,New Caledonia,,
CM,83300,LATICAUDA LATICAUDATA,New Caledonia,,
CUMV,R-0011179,Laticauda colubrina,Fiji,,
CUMV,R-0011175,Laticauda colubrina,Fiji,,
EM,56075,Laticauda laticaudatus,Solomon Islands,,
FMNH,202823,Laticauda semifasciata,Philippine Is,,
FMNH,75169,Laticauda semifasciata,,,
FMNH,236355,Laticauda colubrina,Malaysia,,
FMNH,236326,Laticauda colubrina,Malaysia,,
FMNH,234154,Laticauda colubrina,Malaysia,,
FMNH,236350,Laticauda colubrina,Malaysia,,
FMNH,235420,Laticauda colubrina,Malaysia,,
FMNH,95179,Laticauda colubrina,Singapore,,
FMNH,235393,Laticauda colubrina,Malaysia,,
FMNH,235396,Laticauda colubrina,Malaysia,,
FMNH,234155,Laticauda colubrina,Malaysia,,
FMNH,236305,Laticauda colubrina,Malaysia,,
FMNH,13809,Laticauda colubrina,Solomon Is,,
FMNH,236347,Laticauda colubrina,Malaysia,,
FMNH,236277,Laticauda colubrina,Malaysia,,
FMNH,236237,Laticauda colubrina,Malaysia,,
FMNH,198594,Laticauda colubrina,West Malaysia,,
FMNH,236320,Laticauda colubrina,Malaysia,,
FMNH,202803,Laticauda colubrina,Philippine Is,,
FMNH,202801,Laticauda colubrina,Philippine Is,,
FMNH,13810,Laticauda colubrina,Solomon Is,,
FMNH,97965,Laticauda colubrina,New Caledonia,,
FMNH,236290,Laticauda colubrina,Malaysia,,
FMNH,97963,Laticauda colubrina,New Caledonia,,
FMNH,202813,Laticauda laticaudata,Philippine Is,,
FMNH,236300,Laticauda colubrina,Malaysia,,
FMNH,234149,Laticauda colubrina,Malaysia,,
FMNH,236263,Laticauda colubrina,Malaysia,,
FMNH,236289,Laticauda colubrina,Malaysia,,
FMNH,236275,Laticauda colubrina,Malaysia,,
FMNH,140055,Laticauda colubrina,Philippine Is,,
FMNH,236251,Laticauda colubrina,Malaysia,,
FMNH,202809,Laticauda colubrina,Philippine Is,,
FMNH,236255,Laticauda colubrina,Malaysia,,
FMNH,236313,Laticauda colubrina,Malaysia,,
FMNH,235387,Laticauda colubrina,Malaysia,,
FMNH,248798,Laticauda colubrina,Malaysia,,
FMNH,202820,Laticauda semifasciata,Philippine Is,,
FMNH,236358,Laticauda colubrina,Malaysia,,
FMNH,235402,Laticauda colubrina,Malaysia,,
FMNH,140050,Laticauda colubrina,Philippine Is,,
FMNH,236244,Laticauda colubrina,Malaysia,,
FMNH,43695,Laticauda laticaudata,,,
FMNH,236293,Laticauda colubrina,Malaysia,,
FMNH,13811,Laticauda colubrina,Solomon Is,,
FMNH,236340,Laticauda colubrina,Malaysia,,
FMNH,202802,Laticauda colubrina,Philippine Is,,
FMNH,236322,Laticauda colubrina,Malaysia,,
FMNH,236364,Laticauda colubrina,Malaysia,,
FMNH,236235,Laticauda colubrina,Malaysia,,
FMNH,236233,Laticauda colubrina,Malaysia,,
FMNH,235398,Laticauda colubrina,Malaysia,,
FMNH,235403,Laticauda colubrina,Malaysia,,
FMNH,69642,Laticauda colubrina,New Hebrides,,
FMNH,236330,Laticauda colubrina,Malaysia,,
FMNH,236299,Laticauda colubrina,Malaysia,,
FMNH,236310,Laticauda colubrina,Malaysia,,
FMNH,236258,Laticauda colubrina,Malaysia,,
FMNH,242179,Laticauda colubrina,Thailand,,
FMNH,235422,Laticauda colubrina,Malaysia,,
FMNH,202819,Laticauda semifasciata,Philippine Is,,
FMNH,236373,Laticauda colubrina,Malaysia,,
FMNH,40467,Laticauda colubrina,Singapore,,
FMNH,236337,Laticauda colubrina,Malaysia,,
FMNH,235409,Laticauda colubrina,Malaysia,,
FMNH,236339,Laticauda colubrina,Malaysia,,
FMNH,202821,Laticauda semifasciata,Philippine Is,,
FMNH,235425,Laticauda colubrina,Malaysia,,
FMNH,235424,Laticauda colubrina,Malaysia,,
FMNH,236278,Laticauda colubrina,Malaysia,,
FMNH,235411,Laticauda colubrina,Malaysia,,
FMNH,236374,Laticauda colubrina,Malaysia,,
FMNH,202806,Laticauda colubrina,Philippine Is,,
FMNH,236257,Laticauda colubrina,Malaysia,,
FMNH,236344,Laticauda colubrina,Malaysia,,
FMNH,236353,Laticauda colubrina,Malaysia,,
FMNH,236302,Laticauda colubrina,Malaysia,,
FMNH,236284,Laticauda colubrina,Malaysia,,
FMNH,120644,Laticauda semifasciata,Formosa,,
FMNH,236270,Laticauda colubrina,Malaysia,,
FMNH,235412,Laticauda colubrina,Malaysia,,
FMNH,236262,Laticauda colubrina,Malaysia,,
FMNH,235395,Laticauda colubrina,Malaysia,,
FMNH,236354,Laticauda colubrina,Malaysia,,
FMNH,235415,Laticauda colubrina,Malaysia,,
FMNH,140054,Laticauda colubrina,Philippine Is,,
FMNH,202817,Laticauda semifasciata,Philippine Is,,
FMNH,236248,Laticauda colubrina,Malaysia,,
FMNH,236279,Laticauda colubrina,Malaysia,,
FMNH,236342,Laticauda colubrina,Malaysia,,
FMNH,202798,Laticauda colubrina,Philippine Is,,
FMNH,97966,Laticauda colubrina,New Caledonia,,
FMNH,198592,Laticauda colubrina,West Malaysia,,
FMNH,236304,Laticauda colubrina,Malaysia,,
FMNH,140056,Laticauda colubrina,Philippine Is,,
FMNH,236254,Laticauda colubrina,Malaysia,,
FMNH,236291,Laticauda colubrina,Malaysia,,
FMNH,236311,Laticauda colubrina,Malaysia,,
FMNH,236283,Laticauda colubrina,Malaysia,,
FMNH,202816,Laticauda semifasciata,Philippine Is,,
FMNH,236341,Laticauda colubrina,Malaysia,,
FMNH,236343,Laticauda colubrina,Malaysia,,
FMNH,236371,Laticauda colubrina,Malaysia,,
FMNH,202808,Laticauda colubrina,Philippine Is,,
FMNH,235410,Laticauda colubrina,Malaysia,,
FMNH,235419,Laticauda colubrina,Malaysia,,
FMNH,236318,Laticauda colubrina,Malaysia,,
FMNH,235414,Laticauda colubrina,Malaysia,,
FMNH,235418,Laticauda colubrina,Malaysia,,
FMNH,236236,Laticauda colubrina,Malaysia,,
FMNH,236260,Laticauda colubrina,Malaysia,,
FMNH,234164,Laticauda colubrina,Malaysia,,
FMNH,13812,Laticauda colubrina,Solomon Is,,
FMNH,235391,Laticauda colubrina,Malaysia,,
FMNH,242185,Laticauda laticaudata,Thailand,,
FMNH,234151,Laticauda colubrina,Malaysia,,
FMNH,202804,Laticauda colubrina,Philippine Is,,
FMNH,13655,Laticauda colubrina,New Hebrides,,
FMNH,236317,Laticauda colubrina,Malaysia,,
FMNH,235417,Laticauda colubrina,Malaysia,,
FMNH,167063,Laticauda laticaudata,Indonesia,,
FMNH,69641,Laticauda laticaudata,New Hebrides,,
FMNH,198593,Laticauda colubrina,West Malaysia,,
FMNH,236281,Laticauda colubrina,Malaysia,,
FMNH,97486,Laticauda colubrina,Australia,,
FMNH,236292,Laticauda colubrina,Malaysia,,
FMNH,236366,Laticauda colubrina,Malaysia,,
FMNH,234150,Laticauda colubrina,Malaysia,,
FMNH,236271,Laticauda colubrina,Malaysia,,
FMNH,235392,Laticauda colubrina,Malaysia,,
FMNH,234147,Laticauda colubrina,Malaysia,,
FMNH,202810,Laticauda colubrina,Philippine Is,,
FMNH,13821,Laticauda colubrina,Solomon Is,,
FMNH,236356,Laticauda colubrina,Malaysia,,
FMNH,236321,Laticauda colubrina,Malaysia,,
FMNH,140053,Laticauda colubrina,Philippine Is,,
FMNH,13938,Laticauda colubrina,New Guinea,,
FMNH,236239,Laticauda colubrina,Malaysia,,
FMNH,13822,Laticauda colubrina,Solomon Is,,
FMNH,236328,Laticauda colubrina,Malaysia,,
FMNH,236308,Laticauda colubrina,Malaysia,,
FMNH,235397,Laticauda colubrina,Malaysia,,
FMNH,236261,Laticauda colubrina,Malaysia,,
FMNH,202811,Laticauda colubrina,Philippine Is,,
MCZ,R-118619,Laticauda colubrina,Papua New Guinea,,
MCZ,R-118622,Laticauda colubrina,,,
MCZ,R-118623,Laticauda colubrina,,,
MCZ,R-121563,Laticauda colubrina,Papua New Guinea,,
MCZ,R-121564,Laticauda colubrina,Papua New Guinea,,
MCZ,R-149694,Laticauda colubrina,Papua New Guinea,,
MCZ,R-20650,Laticauda colubrina,Philippines,,
MCZ,R-34320,Laticauda colubrina,Fiji,,
MCZ,R-4837,Laticauda fasciatus,,,
MCZ,R-5269,Laticauda colubrina,Fiji,,
MCZ,R-5270,Laticauda laticaudata,Fiji,,
MCZ,R-5554,Laticauda colubrina,Indonesia,,
MCZ,R-64139,Laticauda colubrina,Solomon Islands,,
MCZ,R-6447,Laticauda colubrina,Fiji,,
MCZ,R-6450,Laticauda colubrina,Fiji,,
MCZ,R-88144,Laticauda colubrina,Papua New Guinea,,
MCZ,R-929,Laticauda colubrina,Philippines,,
NCSM,69273,Laticauda colubrina,Indonesia,,
ZMO,K 2419,Laticauda laticaudata,New Caledonia,,
NHMUK,1937.2.2.96,"Laticauda colubrina (Schneider, 1799)",Solomon Islands,,
NHMUK,1998.339,"Laticauda colubrina (Schneider, 1799)",Indonesia,,
RBINS,295353,"Laticauda laticaudata (Linnaeus, 1758)",New Caledonia,,
RBINS,302537,"Laticauda colubrina (Schneider, 1801)",,,
RBINS,336287,"Laticauda laticaudata (Linnaeus, 1758)",Indonesia,,
RBINS,364529,"Laticauda colubrina (Schneider, 1801)",Philippines,,
RBINS,364530,"Laticauda colubrina (Schneider, 1801)",Philippines,,
RBINS,390871,"Laticauda colubrina (Schneider, 1801)",New Caledonia,,
RBINS,442989,"Laticauda laticaudata (Linnaeus, 1758)",New Caledonia,,
RBINS,516089,"Laticauda laticaudata (Linnaeus, 1758)",New Caledonia,,
SAMA,R44244,Laticauda colubrina,Tonga,,
SAMA,R12955,Laticauda colubrina,,,
SAMA,R37926,Laticauda colubrina,,,
SDNHM,39194,Laticauda colubrina,Palau,,
SDNHM,39195,Laticauda colubrina,Palau,,
SDNHM,39313,Laticauda colubrina,Palau,,
SDNHM,67132,Laticauda colubrina,Philippines,,
SDNHM,67133,Laticauda colubrina,Philippines,,
SDNHM,67136,Laticauda colubrina,Philippines,,
SDNHM,67138,Laticauda colubrina,Philippines,,
SDNHM,67141,Laticauda colubrina,Philippines,,
SDNHM,67142,Laticauda colubrina,Philippines,,
SDNHM,67146,Laticauda colubrina,Philippines,,
SDNHM,67147,Laticauda colubrina,Philippines,,
SDNHM,67148,Laticauda colubrina,Philippines,,
SDNHM,67150,Laticauda colubrina,Philippines,,
SDNHM,67154,Laticauda colubrina,Philippines,,
SDNHM,67155,Laticauda colubrina,Philippines,,
SDNHM,67157,Laticauda colubrina,Philippines,,
SDNHM,67158,Laticauda colubrina,Philippines,,
SDNHM,67159,Laticauda colubrina,Philippines,,
SDNHM,67160,Laticauda colubrina,Philippines,,
SDNHM,67165,Laticauda colubrina,Philippines,,
SDNHM,67172,Laticauda colubrina,Philippines,,
SDNHM,67173,Laticauda colubrina,Philippines,,
SDNHM,67176,Laticauda colubrina,Philippines,,
SDNHM,67178,Laticauda colubrina,Philippines,,
SDNHM,67179,Laticauda colubrina,Philippines,,
SDNHM,67182,Laticauda colubrina,Philippines,,
SDNHM,67183,Laticauda colubrina,Philippines,,
SDNHM,67184,Laticauda colubrina,Philippines,,
SDNHM,67185,Laticauda colubrina,Philippines,,
SDNHM,67186,Laticauda colubrina,Philippines,,
SDNHM,67187,Laticauda colubrina,Philippines,,
SDNHM,67188,Laticauda colubrina,Philippines,,
SDNHM,68127,Laticauda colubrina,,,
TCWC,73107,Laticauda colubrina,Indonesia,,
UCM,UCM:Herp:15555,Laticauda colubrina,Republic of Palau,,
UCM,UCM:Herp:15556,Laticauda colubrina,Republic of Palau,,
UCM,UCM:Herp:54141,Laticauda colubrina,Taiwan,,
UCM,UCM:Herp:58883,Laticauda semifasciata,Japan,,
UCM,UCM:Herp:58886,Laticauda semifasciata,Japan,,
UCM,UCM:Herp:58889,Laticauda semifasciata,Philippines,,
UCM,UCM:Herp:58892,Laticauda semifasciata ?,,,
UF,56253,Laticauda semifasciata,Japan,,
UF,56259,Laticauda semifasciata,Japan,,
UF,2181,Laticauda colubrina,Vanuatu,,
UF,56294,Laticauda laticauda,Japan,,
UF,56293,Laticauda laticauda,Japan,,
UF,53437,Laticauda colubrina,Philippines,,
UF,54028,Laticauda colubrina,Philippines,,
UF,56255,Laticauda semifasciata,Japan,,
UF,56273,Laticauda semifasciata,Japan,,
UF,56300,Laticauda laticauda,Japan,,
UF,56257,Laticauda semifasciata,Japan,,
UF,28807,Laticauda semifasciata,Japan,,
UF,56287,Laticauda semifasciata,Japan,,
UF,56263,Laticauda semifasciata,Japan,,
UF,56261,Laticauda semifasciata,Japan,,
UF,56258,Laticauda semifasciata,Japan,,
UF,120551,Laticauda colubrina,United States,,
UF,120632,Laticauda semifasciata,Japan,,
UF,56303,Laticauda laticauda,Japan,,
UF,56301,Laticauda laticauda,Japan,,
UF,56295,Laticauda laticauda,Japan,,
UF,16896,Laticauda colubrina,France Pacific Islands,,
UMMZ,100017,Laticauda colubrina,Vanuatu,,
UMMZ,150154,Laticauda colubrina,New Caledonia,,
UMMZ,224407,Laticauda colubrina,Palau,,
UMMZ,224409,Laticauda colubrina,Palau,,
UMMZ,224411,Laticauda colubrina,Palau,,
UMMZ,224413,Laticauda colubrina,Palau,,
UMMZ,93853,Laticauda colubrina,New Caledonia,,
UMMZ,93855,Laticauda colubrina,New Caledonia,,
UMMZ,93857,Laticauda colubrina,New Caledonia,,
UMNH,UMNH:Herp:11013,Laticauda colubrina,Tonga,,
USNM,122574,Laticauda colubrina,Republic of Palau,,
USNM,508378,Laticauda colubrina,Philippines,,
USNM,507824,Laticauda colubrina,Philippines,,
USNM,237102,Laticauda colubrina,Indonesia,,
USNM,83092,Laticauda colubrina,Kingdom of Tonga,,
USNM,508379,Laticauda colubrina,Philippines,,
USNM,146324,Laticauda colubrina,,,
USNM,38591,Laticauda colubrina,Philippines,,
USNM,83088,Laticauda colubrina,Kingdom of Tonga,,
USNM,497555,Laticauda colubrina,Philippines,,
USNM,42085,Laticauda laticaudata,Indonesia,,
USNM,120238,Laticauda colubrina,Vanuatu (Republic of),,
USNM,83087,Laticauda laticaudata,Kingdom of Tonga,,
USNM,509343,Laticauda colubrina,Republic of Palau,,
USNM,497554,Laticauda colubrina,Philippines,,
USNM,527995,Laticauda colubrina,Republic of Palau,,
USNM,209726,Laticauda colubrina,Philippines,,
USNM,39949,Laticauda laticaudata,Philippines,,
USNM,146319,Laticauda colubrina,,,
USNM,70985,Laticauda colubrina,Indonesia,,
USNM,83085,Laticauda colubrina,Kingdom of Tonga,,
USNM,146316,Laticauda colubrina,,,
USNM,577704,Laticauda colubrina,Republic of Palau,,
USNM,237103,Laticauda colubrina,Indonesia,,
USNM,508381,Laticauda colubrina,Philippines,,
USNM,29448,Laticauda laticaudata,Nicobar Islands,,
USNM,70987,Laticauda colubrina,Indonesia,,
USNM,83089,Laticauda laticaudata,Kingdom of Tonga,,
USNM,146317,Laticauda colubrina,,,
USNM,508195,Laticauda colubrina,Philippines,,
USNM,508194,Laticauda colubrina,Philippines,,
USNM,508315,Laticauda colubrina,Philippines,,
USNM,497559,Laticauda colubrina,Philippines,,
USNM,70984,Laticauda colubrina,Indonesia,,
USNM,146328,Laticauda colubrina,,,
USNM,119720,Laticauda colubrina,Vanuatu (Republic of),,
USNM,38587,Laticauda laticaudata,Philippines,,
USNM,237110,Laticauda colubrina,Indonesia,,
USNM,146323,Laticauda colubrina,,,
USNM,508316,Laticauda colubrina,Philippines,,
USNM,237113,Laticauda colubrina,Indonesia,,
USNM,577706,Laticauda colubrina,Republic of Palau,,
USNM,237111,Laticauda colubrina,Indonesia,,
USNM,508319,Laticauda colubrina,Philippines,,
USNM,291833,Laticauda semifasciata,Taiwan,,
USNM,497557,Laticauda colubrina,Philippines,,
USNM,146325,Laticauda colubrina,,,
USNM,28192,Laticauda colubrina,Republic of Fiji,,
USNM,508318,Laticauda colubrina,Philippines,,
USNM,209729,Laticauda colubrina,Philippines,,
USNM,209727,Laticauda colubrina,Philippines,,
USNM,577710,Laticauda colubrina,Republic of Palau,,
USNM,507819,Laticauda colubrina,Philippines,,
USNM,35297,Laticauda colubrina,Indonesia,,
USNM,39950,Laticauda colubrina,Philippines,,
USNM,30760,Laticauda colubrina,Indonesia,,
USNM,237114,Laticauda colubrina,Indonesia,,
USNM,291832,Laticauda semifasciata,Taiwan,,
USNM,209732,Laticauda colubrina,Philippines,,
USNM,508317,Laticauda colubrina,Philippines,,
USNM,146322,Laticauda colubrina,,,
USNM,508380,Laticauda colubrina,Philippines,,
USNM,527998,Laticauda colubrina,Republic of Palau,,
USNM,209723,Laticauda colubrina,Philippines,,
USNM,83091,Laticauda colubrina,Kingdom of Tonga,,
